"Be strong and courageous. Do not be afraid or terrified because of them, for the Lord your God goes with you; he will never leave you nor forsake you."  Deuteronomy 31 verse 6
"Let your light shine before others, that they may see your good deeds and glorify your Father in heaven."  Matthew 5 verse 16
"Let everything that has breath praise the Lord. Praise the Lord."  Psalm 150 verse 6
"God is our refuge and strength, an ever-present help in trouble."  Psalm 46 verse 1
"Though the fig tree does not bud and there are no grapes on the vines, though the olive crop fails and the fields produce no food, though there are no sheep in the pen and no cattle in the stalls, yet I will rejoice in the Lord, I will be joyful in God my Savior."  Habakkuk 3 verse 17-18
"The Lord is my shepherd; I lack nothing."  Psalm 23 verse 1
"Let us hold unswervingly to the hope we profess, for he who promised is faithful."  Hebrews 10 verse 23
"With God all things are possible."  Matthew 19 verse 26
"Though I walk through the valley of the shadow of death, I will fear no evil."  Psalm 23 verse 4
"The Lord is my light and my salvation—whom shall I fear? The Lord is the stronghold of my life—of whom shall I be afraid?"  Psalm 27 verse 1
"Be strong and courageous. Do not be afraid; do not be discouraged, for the Lord your God will be with you wherever you go."  Joshua 1 verse 9
"Be strong and courageous. Do not be afraid; do not be discouraged, for the Lord your God will be with you wherever you go." Joshua 1 verse 9
"The Lord is my shepherd; I shall not want. He makes me lie down in green pastures. He leads me beside still waters." Psalm 23 verse 1-2
"For I know the plans I have for you, declares the Lord, plans for welfare and not for evil, to give you a future and a hope." Jeremiah 29 verse 11
"The Lord is near to the brokenhearted and saves the crushed in spirit." Psalm 34 verse 18
"For God gave us a spirit not of fear but of power and love and self-control." 2 Timothy 1 verse 7
"The Lord will fight for you; you need only to be still." Exodus 14 verse 14
"But the Lord stood by me and strengthened me, so that through me the message might be fully proclaimed and all the Gentiles might hear it." 2 Timothy 4 verse 17
"Cast all your anxieties on Him, because He cares for you." 1 Peter 5 verse 7
"I can do all things through him who strengthens me." Philippians 4 verse 13
"Trust in the Lord with all your heart and lean not on your own understanding; in all your ways submit to Him, and He will make your paths straight." Proverbs 3 verse 5-6
"The Lord is my light and my salvation; whom shall I fear? The Lord is the stronghold of my life; of whom shall I be afraid?" Psalm 27 verse 1
"Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God." Philippians 4 verse 6
"For the mountains may depart and the hills be removed, but my steadfast love shall not depart from you, and my covenant of peace shall not be removed," says the Lord, who has compassion on you." Isaiah 54 verse 10
"The Lord is my strength and my shield; my heart trusts in Him, and I am helped. My heart leaps for joy, and with my song I praise Him." Psalm 28 verse 7
"For where your treasure is, there your heart will be also." Matthew 6 verse 21
"The name of the Lord is a strong tower; the righteous man runs into it and is safe." Proverbs 18 verse 10
"For I am the Lord your God, who takes hold of your right hand and says to you, Do not fear; I will help you." Isaiah 41 verse 13
"The Lord is good to those who wait for Him, to the soul who seeks Him." Lamentations 3 verse 25
"Therefore, if anyone is in Christ, the new creation has come: The old has gone, the new is here!" 2 Corinthians 5 verse 17
"Be still, and know that I am God." Psalm 46 verse 10
"And we know that in all things God works for the good of those who love Him, who have been called according to His purpose." Romans 8 verse 28
"Fear not, for I have redeemed you; I have called you by name, you are mine." Isaiah 43 verse 1
"The Lord is my light and my salvation; whom shall I fear? The Lord is the stronghold of my life; of whom shall I be afraid?" Psalm 27 verse 1
"Blessed is the man who trusts in the Lord, whose trust is the Lord." Jeremiah 17 verse 7
"Do not fear, for I am with you; do not be dismayed, for I am your God. I will strengthen you and help you; I will uphold you with my righteous right hand." Isaiah 41 verse 10
"Be strong and take heart, all you who hope in the Lord." Psalm 31 verse 24
"The Lord is my rock, my fortress and my deliverer; my God is my rock, in whom I take refuge." Psalm 18 verse 2
"Let not your hearts be troubled. Believe in God; believe also in me." John 14 verse 1
"Be still, and know that I am God." Psalm 46 verse 10
"And we know that in all things God works for the good of those who love Him, who have been called according to His purpose." Romans 8 verse 28
"The Lord is good to those who wait for Him, to the soul who seeks Him." Lamentations 3 verse 25
"I can do all things through Christ who strengthens me." Philippians 4 verse 13
"Give thanks to the Lord, for He is good; His love endures forever." 1 Chronicles 16 verse 34
"For I know the plans I have for you, declares the Lord, plans for welfare and not for evil, to give you a future and a hope." Jeremiah 29 verse 11
"Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me; your rod and your staff, they comfort me." Psalm 23 verse 4
"Consider it pure joy, my brothers and sisters, whenever you face trials of many kinds, because you know that the testing of your faith produces perseverance." James 1 verse 2-3
"God is our refuge and strength, an ever-present help in trouble." Psalm 46 verse 1
"The name of the Lord is a strong tower; the righteous man runs into it and is safe." Proverbs 18 verse 10
"For the mountains may depart and the hills be removed, but my steadfast love shall not depart from you, and my covenant of peace shall not be removed," says the Lord, who has compassion on you." Isaiah 54 verse 10
"Rejoice in the Lord always. I will say it again: Rejoice!" Philippians 4 verse 4
"Cast all your anxiety on Him because He cares for you." 1 Peter 5 verse 7
"Come to me, all you who are weary and burdened, and I will give you rest." Matthew 11 verse 28
"The Lord your God is with you, the Mighty Warrior who saves. He will take great delight in you; in His love He will no longer rebuke you, but will rejoice over you with singing." Zephaniah 3 verse 17
"The Lord is my shepherd; I lack nothing." Psalm 23 verse 1
"The Lord will fight for you; you need only to be still." Exodus 14 verse 14
"I am the way and the truth and the life. No one comes to the Father except through me." John 14 verse 6
"For God so loved the world that He gave His one and only Son, that whoever believes in Him shall not perish but have eternal life." John 3 verse 16
"Let the peace of Christ rule in your hearts, since as members of one body you were called to peace." Colossians 3 verse 15
"Do not let your hearts be troubled. You believe in God; believe also in me." John 14 verse 1
"Do not be afraid, for I am with you; I will bring your children from the east and gather you from the west." Isaiah 43 verse 5
"Trust in the Lord forever, for the Lord, the Lord himself, is the Rock eternal." Isaiah 26 verse 4
"The joy of the Lord is your strength." Nehemiah 8 verse 10
"Who of you by worrying can add a single hour to your life?" Matthew 6 verse 27
"God is our refuge and strength, an ever-present help in trouble." Psalm 46 verse 1
"I will never leave you nor forsake you." Hebrews 13 verse 5
"And my God will meet all your needs according to the riches of His glory in Christ Jesus." Philippians 4 verse 19
"Let everything that has breath praise the Lord." Psalm 150 verse 6
"Be strong and take heart, all you who hope in the Lord." Psalm 31 verse 24
"Peace I leave with you; my peace I give you. I do not give to you as the world gives. Do not let your hearts be troubled and do not be afraid." John 14 verse 27
"Though I am surrounded by troubles, you will protect me from the anger of my enemies. You reach out your hand, and the power of your right hand saves me." Psalm 138 verse 7
"Give thanks to the Lord, for He is good; His love endures forever." Psalm 107 verse 1
"The Lord is my strength and my shield; my heart trusts in Him, and I am helped." Psalm 28 verse 7
"Blessed are those who mourn, for they will be comforted." Matthew 5 verse 4
"Finally, be strong in the Lord and in his mighty power." Ephesians 6 verse 10
"Do not be afraid of them; the Lord your God himself will fight for you." Deuteronomy 3 verse 22
"Let your light shine before others, that they may see your good deeds and glorify your Father in heaven." Matthew 5 verse 16
"The Lord is close to the brokenhearted and saves those who are crushed in spirit." Psalm 34 verse 18
"For the word of the Lord is right and true; He is faithful in all He does." Psalm 33 verse 4
"The righteous cry out, and the Lord hears them; He delivers them from all their troubles." Psalm 34 verse 17
"Do not fear, for I am with you; do not be dismayed, for I am your God." Isaiah 41 verse 10
"Be joyful in hope, patient in affliction, faithful in prayer." Romans 12 verse 12
"Your word is a lamp to my feet and a light to my path." Psalm 119 verse 105
"The Lord is a refuge for the oppressed, a stronghold in times of trouble." Psalm 9 verse 9
"The earth is the Lord’s, and everything in it, the world, and all who live in it." Psalm 24 verse 1
"The Lord is compassionate and gracious, slow to anger, abounding in love." Psalm 103 verse 8
"Those who hope in the Lord will renew their strength. They will soar on wings like eagles; they will run and not grow weary, they will walk and not be faint." Isaiah 40 verse 31
"The Lord will keep you from all harm—He will watch over your life." Psalm 121 verse 7
"Take delight in the Lord, and He will give you the desires of your heart." Psalm 37 verse 4
"For I am convinced that neither death nor life, neither angels nor demons, neither the present nor the future, nor any powers, neither height nor depth, nor anything else in all creation, will be able to separate us from the love of God that is in Christ Jesus our Lord." Romans 8 verse 38-39
"Let all that you do be done in love." 1 Corinthians 16 verse 14
"Every good gift and every perfect gift is from above, coming down from the Father of lights." James 1 verse 17
"He heals the brokenhearted and binds up their wounds." Psalm 147 verse 3
"The Lord is my helper; I will not be afraid. What can mere mortals do to me?" Hebrews 13 verse 6
"Cast your cares on the Lord and He will sustain you; He will never let the righteous be shaken." Psalm 55 verse 22
"Therefore, if anyone is in Christ, the new creation has come: The old has gone, the new is here!" 2 Corinthians 5 verse 17
"Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up." Galatians 6 verse 9
"Commit to the Lord whatever you do, and He will establish your plans." Proverbs 16 verse 3
"Rejoice in the Lord always. I will say it again: Rejoice!" Philippians 4 verse 4
"By the grace of God I am what I am." 1 Corinthians 15 verse 10
"Come near to God and He will come near to you." James 4 verse 8
"He has made everything beautiful in its time." Ecclesiastes 3 verse 11
"The Lord will make you the head, not the tail." Deuteronomy 28 verse 13
"Whoever dwells in the shelter of the Most High will rest in the shadow of the Almighty." Psalm 91 verse 1
"For God so loved the world that He gave His one and only Son." John 3 verse 16
"The Lord is my shepherd, I lack nothing." Psalm 23 verse 1
"I can do all this through Him who gives me strength." Philippians 4 verse 13
"The Lord is close to the brokenhearted and saves those who are crushed in spirit." Psalm 34 verse 18
"For I know the plans I have for you, declares the Lord, plans to prosper you and not to harm you, plans to give you a hope and a future." Jeremiah 29 verse 11
"The joy of the Lord is your strength." Nehemiah 8 verse 10
"But the fruit of the Spirit is love, joy, peace, forbearance, kindness, goodness, faithfulness, gentleness, and self-control." Galatians 5 verse 22-23
"Trust in the Lord with all your heart and lean not on your own understanding." Proverbs 3 verse 5
"For where your treasure is, there your heart will be also." Matthew 6 verse 21
"The peace of God, which transcends all understanding, will guard your hearts and your minds in Christ Jesus." Philippians 4 verse 7
"Cast all your anxiety on Him because He cares for you." 1 Peter 5 verse 7
"The Lord is my light and my salvation—whom shall I fear?" Psalm 27 verse 1
"Be strong and courageous. Do not be afraid; do not be discouraged, for the Lord your God will be with you wherever you go." Joshua 1 verse 9
"Let everything that has breath praise the Lord." Psalm 150 verse 6
"Jesus Christ is the same yesterday and today and forever." Hebrews 13 verse 8
"Fear not, for I am with you; be not dismayed, for I am your God." Isaiah 41 verse 10
"Blessed are the peacemakers, for they will be called children of God." Matthew 5 verse 9
"Do not be anxious about anything, but in every situation, by prayer and petition, with thanksgiving, present your requests to God." Philippians 4 verse 6
"Finally, be strong in the Lord and in His mighty power." Ephesians 6 verse 10
"Seek the Lord and His strength; seek His presence continually." 1 Chronicles 16 verse 11
"The Lord is my shepherd; I shall not want." Psalm 23 verse 1
"Rejoice in the Lord always. I will say it again: Rejoice!" Philippians 4 verse 4
"Let your light shine before others, that they may see your good deeds and glorify your Father in heaven." Matthew 5 verse 16
"Do not let your hearts be troubled. You believe in God; believe also in Me." John 14 verse 1
"The Lord is near to all who call on Him, to all who call on Him in truth." Psalm 145 verse 18
"Blessed is the one who perseveres under trial because, having stood the test, that person will receive the crown of life that the Lord has promised to those who love Him." James 1 verse 12
"The Lord will fight for you; you need only to be still." Exodus 14 verse 14
"Fear the Lord, you His holy people, for those who fear Him lack nothing." Psalm 34 verse 9
"Be still, and know that I am God." Psalm 46 verse 10
"Delight yourself in the Lord, and He will give you the desires of your heart." Psalm 37 verse 4
"For I know the plans I have for you, declares the Lord, plans to prosper you and not to harm you, plans to give you a hope and a future." Jeremiah 29 verse 11
"Let the peace of Christ rule in your hearts, since as members of one body you were called to peace. And be thankful." Colossians 3 verse 15
"The Lord is good to those whose hope is in Him, to the one who seeks Him." Lamentations 3 verse 25
"Your word is a lamp for my feet, a light on my path." Psalm 119 verse 105
"Trust in the Lord with all your heart and lean not on your own understanding." Proverbs 3 verse 5
"Come to Me, all you who are weary and burdened, and I will give you rest." Matthew 11 verse 28
"Then you will know the truth, and the truth will set you free." John 8 verse 32
"Let everything that has breath praise the Lord." Psalm 150 verse 6
"The Lord is close to the brokenhearted and saves those who are crushed in spirit." Psalm 34 verse 18
"God is our refuge and strength, an ever-present help in trouble." Psalm 46 verse 1
"Love the Lord your God with all your heart and with all your soul and with all your mind." Matthew 22 verse 37
"His divine power has given us everything we need for a godly life through our knowledge of Him who called us by His own glory and goodness." 2 Peter 1 verse 3
"Do everything in love." 1 Corinthians 16 verse 14
"The joy of the Lord is your strength." Nehemiah 8 verse 10
"Trust in the Lord forever, for the Lord, the Lord Himself, is the Rock eternal." Isaiah 26 verse 4
"Ask and it will be given to you; seek and you will find; knock and the door will be opened to you." Matthew 7 verse 7
"With man this is impossible, but with God all things are possible." Matthew 19 verse 26
"God is love." 1 John 4 verse 8
"His mercy extends to those who fear Him, from generation to generation." Luke 1 verse 50
"Do not be overcome by evil, but overcome evil with good." Romans 12 verse 21
"Blessed are those who hunger and thirst for righteousness, for they will be filled." Matthew 5 verse 6
"I can do all things through Christ who strengthens me." Philippians 4 verse 13
"Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up." Galatians 6 verse 9
"For God has not given us a spirit of fear, but of power and of love and of a sound mind." 2 Timothy 1 verse 7
"The Lord is my light and my salvation; whom shall I fear?" Psalm 27 verse 1
"You will keep in perfect peace those whose minds are steadfast because they trust in you." Isaiah 26 verse 3
"Be kind and compassionate to one another, forgiving each other, just as in Christ God forgave you." Ephesians 4 verse 32
"Whoever dwells in the shelter of the Most High will rest in the shadow of the Almighty." Psalm 91 verse 1
"I am the way and the truth and the life." John 14 verse 6
"Great is the Lord and most worthy of praise; His greatness no one can fathom." Psalm 145 verse 3
"Though I walk through the valley of the shadow of death, I will fear no evil, for You are with me." Psalm 23 verse 4
"Rejoice always, pray continually, give thanks in all circumstances; for this is God's will for you in Christ Jesus." 1 Thessalonians 5 verse 16-18
"I will give thanks to the Lord because of His righteousness; I will sing the praises of the name of the Lord Most High." Psalm 7 verse 17
"The Lord your God is with you, the Mighty Warrior who saves." Zephaniah 3 verse 17
"Let the word of Christ dwell in you richly as you teach and admonish one another with all wisdom." Colossians 3 verse 16
"He has made everything beautiful in its time." Ecclesiastes 3 verse 11
"Be joyful in hope, patient in affliction, faithful in prayer." Romans 12 verse 12
"I have told you these things, so that in Me you may have peace. In this world, you will have trouble. But take heart! I have overcome the world." John 16 verse 33
"Therefore, if anyone is in Christ, the new creation has come: The old has gone, the new is here!" 2 Corinthians 5 verse 17
"For where your treasure is, there your heart will be also." Matthew 6 verse 21
"Finally, be strong in the Lord and in His mighty power." Ephesians 6 verse 10
"Jesus replied: ‘Love the Lord your God with all your heart and with all your soul and with all your mind.’" Matthew 22 verse 37
"Peace I leave with you; my peace I give you." John 14 verse 27
"Let us run with perseverance the race marked out for us." Hebrews 12 verse 1
"He gives strength to the weary and increases the power of the weak." Isaiah 40 verse 29
"The Lord is my refuge and my fortress, my God, in whom I trust." Psalm 91 verse 2
"Take delight in the Lord, and He will give you the desires of your heart." Psalm 37 verse 4
"All things are possible with God." Mark 10 verse 27
"I have set the Lord always before me. Because He is at my right hand, I will not be shaken." Psalm 16 verse 8
"Those who know Your name trust in You, for You, Lord, have never forsaken those who seek You." Psalm 9 verse 10
"Then He said to them, 'Go into all the world and preach the gospel to all creation.'" Mark 16 verse 15
"Let us not love with words or speech but with actions and in truth." 1 John 3 verse 18
"Blessed are those who mourn, for they will be comforted." Matthew 5 verse 4
"Therefore, if anyone is in Christ, the new creation has come: The old has gone, the new is here!" 2 Corinthians 5 verse 17
"Success is the sum of small efforts, repeated day in and day out."
"Don’t watch the clock; do what it does. Keep going."
"It does not matter how slowly you go as long as you do not stop."
"Perseverance is not a long race; it is many short races one after the other."
"Believe you can and you're halfway there."
"Keep your face always toward the sunshine—and shadows will fall behind you."
"Success is not final, failure is not fatal: It is the courage to continue that counts."
"Hardships often prepare ordinary people for an extraordinary destiny."
"Everything you’ve ever wanted is on the other side of fear."
"Challenges are what make life interesting; overcoming them is what makes life meaningful."
"The secret of getting ahead is getting started."
"With God, all things are possible."
"Great things never come from comfort zones."
"Success doesn't come from what you do occasionally, it comes from what you do consistently."
"Don’t stop when you're tired. Stop when you're done."
"Failure will never overtake me if my determination to succeed is strong enough."
"Success is not how high you have climbed, but how you make a positive difference to the world."
"Keep going. Everything you need will come to you at the perfect time."
"Believe in yourself and all that you are. Know that there is something inside you that is greater than any obstacle."
"It always seems impossible until it’s done."
"Great things are not done by impulse, but by a series of small things brought together."
"Don’t be pushed around by the fears in your mind. Be led by the dreams in your heart."
"It’s not whether you get knocked down, it’s whether you get up."
"Success is the result of preparation, hard work, and learning from failure."
"Persistence guarantees that results are inevitable."
"The journey of a thousand miles begins with one step."
"The key to success is to focus on goals, not obstacles."
"Success is not in what you have, but who you are."
"Success comes from the inside out. Don’t quit on yourself."
"You are never too old to set another goal or to dream a new dream."
"God has a plan for you, a future and a hope."
"Success is not the key to happiness. Happiness is the key to success."
"Don’t be discouraged. It’s often the last key in the bunch that opens the lock."
"Never give up, for that is just the place and time that the tide will turn."
"Great things take time, and the secret is to never give up."
"The harder you work for something, the greater you’ll feel when you achieve it."
"Trust in the Lord with all your heart and lean not on your own understanding."
"The best way to predict the future is to create it."
"Push yourself, because no one else is going to do it for you."
"Success is not measured by what you accomplish, but by the opposition you have encountered, and the courage with which you have maintained the struggle against overwhelming odds."
"Let all that you do be done in love."
"Faith without works is dead."
